track_name,artist,album,track_url,preview_url,artist_url,genres,file_location,spectrogram
The Isnis,Chelsea Grin,The Isnis,https://api.spotify.com/v1/tracks/61hyN4WD3KyJ8adCThANGr,https://p.scdn.co/mp3-preview/bbd2023e22ae51c97136ce5b8c563b61633d7897?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/4UgQ3EFa8fEeaIEg54uV5b,"['deathcore', 'melodic', 'metalcore']",../data/audio/The Isnis-Chelsea Grin.wav,../data/images/spectrograms/The Isnis_Chelsea Grin_spectro.png
Wake Up Dead,Nightrage,Wake Up Dead,https://api.spotify.com/v1/tracks/3QlNgS3CTKcvz8m56JHXiJ,https://p.scdn.co/mp3-preview/33e88b28f57b156d45a706d2883c195a6596882f?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/6dhqzgrbFggOBns03STnU3,"['metal', 'melodic', 'death', 'melodeath']",../data/audio/Wake Up Dead-Nightrage.wav,../data/images/spectrograms/Wake Up Dead_Nightrage_spectro.png
Bound to the Burn,Counterparts,Bound to the Burn,https://api.spotify.com/v1/tracks/20o8X0BXhRg5KPxbBP6q3x,https://p.scdn.co/mp3-preview/b494664320aac69ec2e477f1cc58adf2d6317acf?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/5LyRnL0rysObxDRxzSfV1z,"['hardcore', 'metal', 'deep', 'melodic', 'metalcore', 'indie', 'rock', 'modern', 'pop', 'punk']",../data/audio/Bound to the Burn-Counterparts.wav,../data/images/spectrograms/Bound to the Burn_Counterparts_spectro.png
Frozen Tomb - Bonus B Side,Shadow of Intent,Elegy (Deluxe Edition),https://api.spotify.com/v1/tracks/1vVsqyBn1NjSG7GbU0FknM,https://p.scdn.co/mp3-preview/57017736a603cbe30b10b139467ba64235ec598a?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/76xrrejizyQpKukBIhnf3D,"['melodic', 'deathcore', 'symphonic']",../data/audio/Frozen Tomb  Bonus B Side-Shadow of Intent.wav,../data/images/spectrograms/Frozen Tomb  Bonus B Side_Shadow of Intent_spectro.png
Into Oblivion,Miss May I,Curse Of Existence,https://api.spotify.com/v1/tracks/1ZlTDTGu86Bxf0RQX2RjMz,https://p.scdn.co/mp3-preview/0a42dffb140d7162ab1484c3b23a160d2227dbd1?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/2OTuoIi28WybVbVcykc237,"['melodic', 'deathcore', 'metalcore', 'screamo']",../data/audio/Into Oblivion-Miss May I.wav,../data/images/spectrograms/Into Oblivion_Miss May I_spectro.png
Blood and dance,Nomy,Kill us all,https://api.spotify.com/v1/tracks/4Pm6BVdUJD4MgSxchmoAGM,https://p.scdn.co/mp3-preview/3df852ae986760080b006ddc4c3d7b41bd2b86de?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/20bAxKr0YrCvceZeLqs37e,"['alternative', 'rock']",../data/audio/Blood and dance-Nomy.wav,../data/images/spectrograms/Blood and dance_Nomy_spectro.png
Architects Of Doom,Blind Guardian,The God Machine,https://api.spotify.com/v1/tracks/00kENZAURRPvxneIGrNNv0,https://p.scdn.co/mp3-preview/6d76e69652ce0ab8a8a3b3b817c8f6d54d835ced?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/7jxJ25p0pPjk0MStloN6o6,"['metal', 'power', 'melodic', 'neo', 'classical', 'speed']",../data/audio/Architects Of Doom-Blind Guardian.wav,../data/images/spectrograms/Architects Of Doom_Blind Guardian_spectro.png
Behind the Walls,Queensrÿche,Behind the Walls,https://api.spotify.com/v1/tracks/0Xxv5vVk46ki05fq0f1mAz,https://p.scdn.co/mp3-preview/2a1c81c601a0e15ca8c7ea32ef108e69ca8632f1?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/2OgUPVlWYgGBGMefZgGvCO,"['rock', 'glam', 'metal', 'hard', 'progressive', 'power']",../data/audio/Behind the Walls-Queensrche.wav,../data/images/spectrograms/Behind the Walls_Queensrche_spectro.png
Violent Astrology,The Callous Daoboys,Celebrity Therapist,https://api.spotify.com/v1/tracks/4jI9LExkILFB0sFoeqDZsc,https://p.scdn.co/mp3-preview/c346ce0f1877325ba3a1be0db1ca4d2efcd9788c?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/4ZWRLOs7c4drt9mKGc0Ds0,"['metalcore', 'punk', 'mathcore']",../data/audio/Violent Astrology-The Callous Daoboys.wav,../data/images/spectrograms/Violent Astrology_The Callous Daoboys_spectro.png
You Must Die,Suicide Silence,You Must Die,https://api.spotify.com/v1/tracks/62FvxmmrGxBBEBI6yBkI0E,https://p.scdn.co/mp3-preview/cb6cb0f3e52626949a7cb7e0235c16559f03d962?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/6HZr7Fs2VfV1PYHIwo8Ylc,"['deathcore', 'melodic', 'metalcore']",../data/audio/You Must Die-Suicide Silence.wav,../data/images/spectrograms/You Must Die_Suicide Silence_spectro.png
Disobey - Disruptor Remix,Fear Factory,Disobey (Disruptor Remix),https://api.spotify.com/v1/tracks/5ovhDF3buYTpIgwgqhIwxf,https://p.scdn.co/mp3-preview/96f2671c8a14f587658b20c9df140a1c3f3cec65?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/74Hj7BmnUXyx2udrIEIKwX,"['alternative', 'metal', 'groove', 'industrial', 'rock', 'nu', 'rap']",../data/audio/Disobey  Disruptor Remix-Fear Factory.wav,../data/images/spectrograms/Disobey  Disruptor Remix_Fear Factory_spectro.png
Death from Above,Goatwhore,Death from Above,https://api.spotify.com/v1/tracks/3UEGcNxDDunUiGR6KIbCZ0,https://p.scdn.co/mp3-preview/3a47e54c3f6aea47b15552bb366f1396240686dd?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/59YfPxuxGghrdPumu6aFKI,"['black', 'metal', 'death']",../data/audio/Death from Above-Goatwhore.wav,../data/images/spectrograms/Death from Above_Goatwhore_spectro.png
The Death We Seek,Currents,The Death We Seek,https://api.spotify.com/v1/tracks/6NYdAmvdebGyB2zASPBEKg,https://p.scdn.co/mp3-preview/4b3c2af29e42785e5bc2f773edec737eae8c4952?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/5pqvAI85RMxL9K0xHvSwGu,"['metalcore', 'progressive', 'deathcore']",../data/audio/The Death We Seek-Currents.wav,../data/images/spectrograms/The Death We Seek_Currents_spectro.png
Losing My Mind,Onlap,Losing My Mind,https://api.spotify.com/v1/tracks/6f1IBccJ602ase0U2ZIpCo,https://p.scdn.co/mp3-preview/1b567024bbc8bb81c0d89359eae319351377f887?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/5vkIUHgmiNIPn4Beoh2QPc,['gymcore'],../data/audio/Losing My Mind-Onlap.wav,../data/images/spectrograms/Losing My Mind_Onlap_spectro.png
Bitter,Outline In Color,Bitter,https://api.spotify.com/v1/tracks/5dpaPvjs0mo0DGtpl2PzRJ,https://p.scdn.co/mp3-preview/d52012e012be63011068fa626aaeef33437ad093?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/6drAKOLWO1vzBrdmJmg5SE,"['melodic', 'metalcore', 'post-hardcore', 'screamo', 'trancecore']",../data/audio/Bitter-Outline In Color.wav,../data/images/spectrograms/Bitter_Outline In Color_spectro.png
Walk With Me In Hell,Fit For An Autopsy,Walk With Me In Hell,https://api.spotify.com/v1/tracks/4bwp2R1oJxwNwoc28T7iy7,https://p.scdn.co/mp3-preview/c5aea1306f8de118a87644e7fe29290ace82f680?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/0qJpY7K8p7g6sacvaGNt6i,['deathcore'],../data/audio/Walk With Me In Hell-Fit For An Autopsy.wav,../data/images/spectrograms/Walk With Me In Hell_Fit For An Autopsy_spectro.png
Silver Surfer,Callejon,Silver Surfer,https://api.spotify.com/v1/tracks/5IM3ek11JGxvh3bxAWYN2E,https://p.scdn.co/mp3-preview/7659bdc82a7bc874c5cb66d3d0dac99c7dd344a4?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/1ce15ppX5OYxPsBVESZG3W,"['metalcore', 'post-hardcore', 'rock', 'hard']",../data/audio/Silver Surfer-Callejon.wav,../data/images/spectrograms/Silver Surfer_Callejon_spectro.png
POISON THE AIR,We Are The Empty,POISON THE AIR,https://api.spotify.com/v1/tracks/2T5ncz0u09SnqxPIZelsos,https://p.scdn.co/mp3-preview/c39661d66961e6bb874f7bfa1cc73d422a8c5df7?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/1BbI77tXAW1gC8iBYJGwMB,"['gymcore', 'post-hardcore']",../data/audio/POISON THE AIR-We Are The Empty.wav,../data/images/spectrograms/POISON THE AIR_We Are The Empty_spectro.png
Tides of Glass,Ingested,Tides of Glass,https://api.spotify.com/v1/tracks/48HhbpVOPnKvJBKo23rZfz,https://p.scdn.co/mp3-preview/34cfbe970d95eee73bcedd6ab5b2862612f3e2aa?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/0EziqO4Mehje1x6hA1Fg2m,"['death', 'metal', 'deathcore', 'progressive', 'slamming']",../data/audio/Tides of Glass-Ingested.wav,../data/images/spectrograms/Tides of Glass_Ingested_spectro.png
Oceans of Time,Aphyxion,Oceans of Time,https://api.spotify.com/v1/tracks/47xlAdKGq4hPDGlf1kTILv,https://p.scdn.co/mp3-preview/34f9fcf6ad49c2da6526a982f6efbb539a65901a?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/40UIlN4YEByXy4ewEZmqXu,"['death', 'metal']",../data/audio/Oceans of Time-Aphyxion.wav,../data/images/spectrograms/Oceans of Time_Aphyxion_spectro.png
Don't Play With Fire,Nasty,Don't Play With Fire,https://api.spotify.com/v1/tracks/6g52BWTEHDErzAFtpFNFz2,https://p.scdn.co/mp3-preview/22985bd01b2fff4cb35b0ec073f390adbbdef3bd?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/7GnX7pGXdWtLObs16B1mFB,['hardcore'],../data/audio/Dont Play With Fire-Nasty.wav,../data/images/spectrograms/Dont Play With Fire_Nasty_spectro.png
Of Stars,October Ends,Of Stars,https://api.spotify.com/v1/tracks/4Rpk1Gh3EKN9cNxHog9uog,https://p.scdn.co/mp3-preview/b42cc60e3ac88080eee87f4242da42d38b1505ed?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/4j7vAPWYV5yRdX8CnSq0Jc,"['nu metalcore', 'post-hardcore']",../data/audio/Of Stars-October Ends.wav,../data/images/spectrograms/Of Stars_October Ends_spectro.png
Diabolic,My Favourite Nemesis,Diabolic,https://api.spotify.com/v1/tracks/35nX8jOmfuUEofO4r20zJN,https://p.scdn.co/mp3-preview/55c858e21eacb958e6b624792c77837fb1d017f1?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/3YKCy7kEFDbG1ZGq6qNKjM,['metalcore'],../data/audio/Diabolic-My Favourite Nemesis.wav,../data/images/spectrograms/Diabolic_My Favourite Nemesis_spectro.png
Is There Anybody Out There?,Beyond The Black,Is There Anybody Out There?,https://api.spotify.com/v1/tracks/0teFPAys9Dsvrv14hjuBhV,https://p.scdn.co/mp3-preview/0c0ed6e56c3234ca0d8727582676bdc46ed1b1a9?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/6swnqiL41Bd4gO2fnAXXrf,"['gothic', 'symphonic', 'metal', 'melodic', 'slayer']",../data/audio/Is There Anybody Out There-Beyond The Black.wav,../data/images/spectrograms/Is There Anybody Out There_Beyond The Black_spectro.png
Electric Again,Soilwork,Övergivenheten,https://api.spotify.com/v1/tracks/0d63qVjDRofgCBliUR23ju,https://p.scdn.co/mp3-preview/695e5ff9b93d05b6148934130d1ed2c0301d3497?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/7wqP36o9lqWteOCxBnXlwx,"['alternative', 'metal', 'melodic', 'death', 'groove', 'metalcore', 'nu', 'melodeath']",../data/audio/Electric Again-Soilwork.wav,../data/images/spectrograms/Electric Again_Soilwork_spectro.png
Everywhere I Go - Nightcore,Cherry 葵 Nightcore,Everywhere I Go (Nightcore),https://api.spotify.com/v1/tracks/2YdSGPZ7sh4nCXMdcnpIz3,https://p.scdn.co/mp3-preview/a6b08493341116a759ac762e00a999e6e4406560?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/4H502w3aY9YWNIPWTx8adz,['hard rock'],../data/audio/Everywhere I Go  Nightcore-Cherry  Nightcore.wav,../data/images/spectrograms/Everywhere I Go  Nightcore_Cherry  Nightcore_spectro.png
I Am,Parasite Inc.,Cyan Night Dreams,https://api.spotify.com/v1/tracks/69ZleP2zFaKprWYaMS7yty,https://p.scdn.co/mp3-preview/d2cb99ffdf7d617a6bddc48d39adecc97c2e8f2c?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/54T3fmk25giTpL4mBmqIHy,"['melodeath', 'melodic', 'death', 'metal']",../data/audio/I Am-Parasite Inc.wav,../data/images/spectrograms/I Am_Parasite Inc_spectro.png
"NØ GØDS, NØ MASTERS",Machine Head,ØF KINGDØM AND CRØWN,https://api.spotify.com/v1/tracks/7nJMvNlDpJShN4HJNJ97Gh,https://p.scdn.co/mp3-preview/f839d7e604d0e76722c3a569d49553906dc0593a?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/0lVlNsuGaOr9vMHCZIAKMt,"['alternative', 'metal', 'groove', 'hard', 'rock', 'industrial', 'melodic', 'metalcore', 'nu', 'progressive', 'rap']",../data/audio/N GDS N MASTERS-Machine Head.wav,../data/images/spectrograms/N GDS N MASTERS_Machine Head_spectro.png
Thunder Kiss '65,Soil,Play It Forward,https://api.spotify.com/v1/tracks/3ogFfWrL3vmFC08Lz4mhwU,https://p.scdn.co/mp3-preview/319821d7765d9ebd46d0ee384676c913e00234ca?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/4PoYwGOztIrPpBfRIlMSxP,"['alternative', 'metal', 'groove', 'industrial', 'nu', 'rap', 'rock']",../data/audio/Thunder Kiss 65-Soil.wav,../data/images/spectrograms/Thunder Kiss 65_Soil_spectro.png
Heart of Darkness,Dynazty,Final Advent,https://api.spotify.com/v1/tracks/5PKUyJulorhOufOtMhqh3b,https://p.scdn.co/mp3-preview/db2af341daa8e36d48b06de4774addf497cba95d?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/5deRBvKxJssHVa9n6B7tWV,"['melodic', 'metal', 'nightrun', 'hard', 'rock']",../data/audio/Heart of Darkness-Dynazty.wav,../data/images/spectrograms/Heart of Darkness_Dynazty_spectro.png
Empire,Mono Inc.,Empire,https://api.spotify.com/v1/tracks/4WzsNO6DYYh2MDWH0BfUPv,https://p.scdn.co/mp3-preview/744dc524dc1a482672fe42e6fda16f5392301a5e?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/1189BemPY7h2lgaH1pkzGX,"['dark', 'rock', 'alternative', 'hard']",../data/audio/Empire-Mono Inc.wav,../data/images/spectrograms/Empire_Mono Inc_spectro.png
Drowning Hymns,Wind Walkers,Drowning Hymns,https://api.spotify.com/v1/tracks/7d7xw1X9PB4wofouAzCUmF,https://p.scdn.co/mp3-preview/75ea8157c59498273544696e160d0935602e118f?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/2K2bsaNeuQAFkuVwrrlJe0,"['metalcore', 'pop', 'punk', 'post-hardcore']",../data/audio/Drowning Hymns-Wind Walkers.wav,../data/images/spectrograms/Drowning Hymns_Wind Walkers_spectro.png
Forever and Beyond,Mortemia,Forever and Beyond,https://api.spotify.com/v1/tracks/4HDjqgSGDQe6LHqzH2J05v,https://p.scdn.co/mp3-preview/b42454fb64d5941c620b96f91c5460399032cffa?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/5RUUgjv8Q0H2osxIC3AYBi,"['gothic', 'metal', 'symphonic', 'slayer', 'power']",../data/audio/Forever and Beyond-Mortemia.wav,../data/images/spectrograms/Forever and Beyond_Mortemia_spectro.png
Battle Cry,Grave Digger,Symbol Of Eternity,https://api.spotify.com/v1/tracks/1N2RiR3x3ZG7yJ3Pwcud44,https://p.scdn.co/mp3-preview/62892e2b61b1f19a737f0c166f8dc421a577fa74?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/6mfghV4I1CD17FOhDKq7cJ,"['metal', 'power', 'hard', 'rock', 'melodic', 'neo', 'classical', 'speed']",../data/audio/Battle Cry-Grave Digger.wav,../data/images/spectrograms/Battle Cry_Grave Digger_spectro.png
Lilian,Insomnium,Lilian,https://api.spotify.com/v1/tracks/7FD6K4FF2FqgC7paeNwFxu,https://p.scdn.co/mp3-preview/d9c117940fbad864c0cc5e1d9d550a236b1bb30c?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/3uIgLG971oRM5fe6v8lvQS,"['death', 'metal', 'melodeath', 'melodic']",../data/audio/Lilian-Insomnium.wav,../data/images/spectrograms/Lilian_Insomnium_spectro.png
You'll Never Learn,Ingested,Ashes Lie Still,https://api.spotify.com/v1/tracks/6oym6ziaYhNyCOby5Yoi6G,https://p.scdn.co/mp3-preview/51392713aca4827204217366eb865321db1fc798?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/0EziqO4Mehje1x6hA1Fg2m,"['death', 'metal', 'deathcore', 'progressive', 'slamming']",../data/audio/Youll Never Learn-Ingested.wav,../data/images/spectrograms/Youll Never Learn_Ingested_spectro.png
Ghosts,Xandria,Ghosts,https://api.spotify.com/v1/tracks/6j7g4xxpSO4SjrQcEWqXna,https://p.scdn.co/mp3-preview/4943fe65a10ca5711fb0f9c3abc6330b9040ed2b?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/1jzIEzXVJ4p1kFDmio6LEL,"['metal', 'gothic', 'symphonic', 'melodic', 'opera']",../data/audio/Ghosts-Xandria.wav,../data/images/spectrograms/Ghosts_Xandria_spectro.png
Storyteller,Johnny Booth,Storyteller,https://api.spotify.com/v1/tracks/5MGjjT6IGxhFZittTPch6i,https://p.scdn.co/mp3-preview/af7085871152b09a7fdb55bcca6389da2eaabc03?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/2rEKSdoBVBEOjGYf4BfYgc,['metalcore'],../data/audio/Storyteller-Johnny Booth.wav,../data/images/spectrograms/Storyteller_Johnny Booth_spectro.png
ANOTHER PLACE,Demon Hunter,EXILE,https://api.spotify.com/v1/tracks/6zOzUt4OnMwZ0YlB9CyiII,https://p.scdn.co/mp3-preview/c1805a4deb6bd80f0f465b9af9042e646c9012ec?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/6f3a43i1MJZwdjEpV1M0oH,"['alternative', 'metal', 'christian', 'rock', 'metalcore', 'melodic']",../data/audio/ANOTHER PLACE-Demon Hunter.wav,../data/images/spectrograms/ANOTHER PLACE_Demon Hunter_spectro.png
Cravings,VENUES,Cravings,https://api.spotify.com/v1/tracks/2yJHNWbvVWdyvtXcVsR25w,https://p.scdn.co/mp3-preview/c6e718d7d88026edae259bfbacaede6a834ef29b?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/21LZjxwncsHeKlwA2XPKEd,"['metalcore', 'post-hardcore', 'slayer']",../data/audio/Cravings-VENUES.wav,../data/images/spectrograms/Cravings_VENUES_spectro.png
Best Friend,Butcher Babies,Best Friend,https://api.spotify.com/v1/tracks/3XK64AMBgPfBe8P3HjMiHO,https://p.scdn.co/mp3-preview/a8c5740cefacaa3a4f80a32ce4402fbf8b772d4b?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/6FcvjJzvxgybo7Ywsj0hRj,"['groove', 'metal', 'slayer']",../data/audio/Best Friend-Butcher Babies.wav,../data/images/spectrograms/Best Friend_Butcher Babies_spectro.png
What You Left Behind,Fit For A King,The Hell We Create,https://api.spotify.com/v1/tracks/5UkdRaRj6TpS6qMUVEefa3,https://p.scdn.co/mp3-preview/dcffc85c6d27db1a4467d6411e83da06df879afa?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/0OgdRTPItr9dw4XYp4JJUx,"['christian', 'metalcore', 'rock', 'melodic', 'post-hardcore']",../data/audio/What You Left Behind-Fit For A King.wav,../data/images/spectrograms/What You Left Behind_Fit For A King_spectro.png
Divisive,Disturbed,Divisive,https://api.spotify.com/v1/tracks/56FwTQ5GaxiatMwdFg1II4,https://p.scdn.co/mp3-preview/7509017935ec0850931df585bbd80f4083799daa?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/3TOqt5oJwL9BE2NG9MEwDa,"['alternative', 'metal', 'nu', 'rap']",../data/audio/Divisive-Disturbed.wav,../data/images/spectrograms/Divisive_Disturbed_spectro.png
Codex Gigas,Therion,Leviathan II,https://api.spotify.com/v1/tracks/00yGcEnFroxa9vWkhrMdpB,https://p.scdn.co/mp3-preview/bda7d7a65026f2722a08bcec0ce9453f34e2198d?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/5c8Cw62ZYj9XO6iDLRDEsi,"['gothic', 'metal', 'symphonic', 'neo', 'classical', 'opera', 'power', 'black', 'death']",../data/audio/Codex Gigas-Therion.wav,../data/images/spectrograms/Codex Gigas_Therion_spectro.png
Eternia,Callejon,Eternia,https://api.spotify.com/v1/tracks/1Ga3QmDghS1On1EFh1R4Rp,https://p.scdn.co/mp3-preview/e37a7826d08590f698f2816b419487ef4778cc3c?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/1ce15ppX5OYxPsBVESZG3W,"['metalcore', 'post-hardcore', 'rock', 'hard']",../data/audio/Eternia-Callejon.wav,../data/images/spectrograms/Eternia_Callejon_spectro.png
Burning Bright,Driveways,Into the Past,https://api.spotify.com/v1/tracks/4hh6y7sl0f1EvJMcXA6MVE,https://p.scdn.co/mp3-preview/661204b8fdbbcce7985695eab7fd670fceefbe53?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/4OuSiJSnuRsK0dTM0dtm1R,"['anthem', 'alternative', 'pop', 'punk']",../data/audio/Burning Bright-Driveways.wav,../data/images/spectrograms/Burning Bright_Driveways_spectro.png
The Hanged Man,Tulip,The Hanged Man,https://api.spotify.com/v1/tracks/3FcySi4FLrLKupusiHR9kF,https://p.scdn.co/mp3-preview/f2a42175415efb1a28740ba389e3b14a99217407?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/520HRtk3c4y8WTKKywE4PY,['slayer'],../data/audio/The Hanged Man-Tulip.wav,../data/images/spectrograms/The Hanged Man_Tulip_spectro.png
Blood Sweat Tears,Solence,Blood Sweat Tears,https://api.spotify.com/v1/tracks/6JjrxVuJwItGuQ8TCMpv2K,https://p.scdn.co/mp3-preview/3991728d2564988f740abc82859056bdc13e0193?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/4fnono0JCZFAeeaecrI7kg,['post-hardcore'],../data/audio/Blood Sweat Tears-Solence.wav,../data/images/spectrograms/Blood Sweat Tears_Solence_spectro.png
be very afraid,Architects,the classic symptoms of a broken spirit,https://api.spotify.com/v1/tracks/1nXWhLumXogqFeijfa1uJd,https://p.scdn.co/mp3-preview/45b3ad6710832f7cb6729e5bc2bc8e65d4e69c35?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/3ZztVuWxHzNpl0THurTFCv,"['mathcore', 'melodic', 'metalcore', 'progressive']",../data/audio/be very afraid-Architects.wav,../data/images/spectrograms/be very afraid_Architects_spectro.png
Divine Attack - Shingeki -,BABYMETAL,Divine Attack - Shingeki -,https://api.spotify.com/v1/tracks/0uOtodY9htazL9wojWhKhQ,https://p.scdn.co/mp3-preview/d23cb9acf12bd68842b7d791bb1255ce29e1373d?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/630wzNP2OL7fl4Xl0GnMWq,"['comic', 'metal', 'idol', 'rock', 'otacore']",../data/audio/Divine Attack  Shingeki -BABYMETAL.wav,../data/images/spectrograms/Divine Attack  Shingeki _BABYMETAL_spectro.png
Infinite Terror,Aborted,Infinite Terror,https://api.spotify.com/v1/tracks/799oyNdfrUgicei5MEi1nC,https://p.scdn.co/mp3-preview/093e418927040cae67d2a95f0addf303896a3bdb?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/1XRhUgCyzIdeT8d9KMfeDR,"['death', 'metal', 'black', 'deathcore', 'technical']",../data/audio/Infinite Terror-Aborted.wav,../data/images/spectrograms/Infinite Terror_Aborted_spectro.png
Kill The Pain Away,Avantasia,A Paranormal Evening with the Moonflower Society,https://api.spotify.com/v1/tracks/6gsibCeNm8fOruuYoLRRch,https://p.scdn.co/mp3-preview/98d0cae00ed175036164c03fd5ea3e841fd35762?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/1Ih0fEQQsy9EeAJbYEeQRa,"['metal', 'power', 'melodic', 'neo', 'classical', 'opera', 'symphonic']",../data/audio/Kill The Pain Away-Avantasia.wav,../data/images/spectrograms/Kill The Pain Away_Avantasia_spectro.png
Forever Bloom (feat. Trevor Strnad),Chelsea Grin,Forever Bloom,https://api.spotify.com/v1/tracks/5mavoeczZoK9jeHFVWTkv6,https://p.scdn.co/mp3-preview/ae0759fdaa65ac460ef1313161d7735b4a310828?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/4UgQ3EFa8fEeaIEg54uV5b,"['deathcore', 'melodic', 'metalcore']",../data/audio/Forever Bloom feat Trevor Strnad-Chelsea Grin.wav,../data/images/spectrograms/Forever Bloom feat Trevor Strnad_Chelsea Grin_spectro.png
December,Orden Ogan,Final Days (Orden Ogan and Friends),https://api.spotify.com/v1/tracks/4w9t9KQuTm4oaIVjbycnDf,https://p.scdn.co/mp3-preview/367bd608204f59e7bc57f5d5f92fd337edd710dd?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/3t5X2CVDf5mrlIx1SdvWYM,"['metal', 'power', 'melodic', 'neo', 'classical']",../data/audio/December-Orden Ogan.wav,../data/images/spectrograms/December_Orden Ogan_spectro.png
Tearing Down Your Reality,Foreign Hands,Lucid Noise,https://api.spotify.com/v1/tracks/3n7o1RgdVLrvHs6JO0Z44N,https://p.scdn.co/mp3-preview/0189e3a6957d70bad31da59ddc641329b25edfea?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/09RKiiT2NAJ7qYoAGOYu9w,"['metallic', 'hardcore']",../data/audio/Tearing Down Your Reality-Foreign Hands.wav,../data/images/spectrograms/Tearing Down Your Reality_Foreign Hands_spectro.png
I Sing Alone,Oceans,I Sing Alone,https://api.spotify.com/v1/tracks/2H4jNC3nMl22tyVK1BeLGH,https://p.scdn.co/mp3-preview/e70700f1affd200658bb8f59fa26e87d3c07d55d?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/7x3hXpGkI296eBLTbhbND0,"['metalcore', 'slayer']",../data/audio/I Sing Alone-Oceans.wav,../data/images/spectrograms/I Sing Alone_Oceans_spectro.png
